what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311269778065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1311269779098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311269783411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269787317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269832625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269839240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269840434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269849691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269851589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311269868122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311269871119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270213260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270217309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270221618
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311270222035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270232815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1311270232904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270242424
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1311270254404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311270256283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270257901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270266504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270267774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270269263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311270270969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271002693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271006804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271154707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271155856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271173557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271174413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271212588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271213363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271245157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271246330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271379880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271380786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271410566
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311271415208
activated,editor,com.google.gwt.eclipse.core,2.3.2.r37v201106211634,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1311271416047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311271425542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271427950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271441145
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311271447828
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311271450680
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311271491331
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311271493098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311271494186
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311271494918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311271515237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271519176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271576021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271578544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271760001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271761019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271793350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311271800826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272652146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272653903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272703112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272704002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272881251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272882389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272899420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272900260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272908170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272909026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311272996201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273007906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273208097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273215212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273230595
opened,editor,com.google.gwt.eclipse.core,2.3.2.r37v201106211634,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1311273232779
activated,editor,com.google.gwt.eclipse.core,2.3.2.r37v201106211634,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1311273233778
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1311273233813
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1311273234267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311273241831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273243512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273892409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311273894377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311274036078
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1311274042960
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1311274044448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311274099129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311274157834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311277956957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311277958509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278342239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278344385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278365071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278418111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278422279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278429875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278439510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278468106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278487362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278502873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278610912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1311278632072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311278649286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278656751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278728220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311278729565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311279457490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311279460361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311279547499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311279609912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311279616789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311279784151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280061519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280064999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280074175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280113670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280123726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280134090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280142759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280161951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280163042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280217424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280223424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280226177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280226945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280234594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280241390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280261933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280263588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280308137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280314699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280317953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280321836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280435459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280448525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280617900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280620285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280625514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280654328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280686741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280689735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280728035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280744617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280782753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311280784104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281522394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281524103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281629551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281633350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281634463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281637439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281912467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281914227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281938573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311281940829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311282082080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311282083403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311282084395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311282091845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1311282223820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311282246922
activated,editor,com.google.gwt.eclipse.core,2.3.2.r37v201106211634,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1311282248696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1311282264472
